,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,tensor(2.84402140e-05),tensor(-0.00039583),tensor(0.00313800),tensor(-0.00093863),tensor(-0.00140408),tensor(-0.00094597),tensor(-0.00019182),tensor(-0.00070739),tensor(-0.00075877),tensor(-0.00102680),tensor(0.00061248),tensor(0.00060151),tensor(0.00043000),tensor(-0.00156178),tensor(-0.00156455),tensor(-0.00213909),tensor(-0.01078642)
1,tensor(-0.00114418),tensor(-0.00568760),tensor(-0.00518618),tensor(-0.00239271),tensor(-0.00684249),tensor(-0.01004310),tensor(0.00122016),tensor(0.00361400),tensor(0.00477471),tensor(0.00702075),tensor(0.00664321),tensor(0.00113430),tensor(-0.00013201),tensor(0.00377195),tensor(-0.00235942),tensor(-0.00444157),tensor(-0.01576292)
2,tensor(-0.00013509),tensor(-4.37238668e-05),tensor(0.00784949),tensor(-0.00154200),tensor(-0.00189510),tensor(0.00170153),tensor(-0.00017635),tensor(-0.00045729),tensor(-0.00015942),tensor(0.00016607),tensor(0.00176315),tensor(0.00078038),tensor(0.00057087),tensor(-0.00080257),tensor(-0.00220241),tensor(-0.00324433),tensor(-0.01481621)
3,tensor(-0.00072123),tensor(-0.00188713),tensor(0.00298747),tensor(-0.00158785),tensor(-0.00279966),tensor(0.00053267),tensor(0.00063552),tensor(0.00215802),tensor(0.00311117),tensor(0.00492276),tensor(0.00462468),tensor(0.00053952),tensor(-0.00013341),tensor(0.00253263),tensor(-0.00167256),tensor(-0.00291232),tensor(-0.00573366)
4,tensor(0.00018714),tensor(0.00338034),tensor(0.01010305),tensor(-0.00047061),tensor(0.00221386),tensor(0.00940727),tensor(-0.00042838),tensor(-0.00062103),tensor(-8.46835319e-05),tensor(0.00101961),tensor(0.00064283),tensor(2.28921690e-05),tensor(0.00059473),tensor(0.00014809),tensor(-0.00096415),tensor(-0.00120739),tensor(-0.01538655)
5,tensor(-0.00017673),tensor(0.00114309),tensor(0.00643468),tensor(-0.00114248),tensor(3.44294422e-05),tensor(0.00671422),tensor(0.00035927),tensor(0.00137443),tensor(0.00210493),tensor(0.00325607),tensor(0.00322572),tensor(0.00096209),tensor(0.00099638),tensor(0.00227256),tensor(-0.00133466),tensor(-0.00213817),tensor(-0.00522979)
6,tensor(-0.00084124),tensor(-0.00273930),tensor(0.00235663),tensor(-0.00099892),tensor(-0.00341350),tensor(-0.00626898),tensor(0.00041364),tensor(0.00167434),tensor(0.00267623),tensor(0.00455684),tensor(0.00288572),tensor(-0.00026841),tensor(-0.00058956),tensor(0.00347664),tensor(-0.00049285),tensor(-0.00160449),tensor(-0.00948890)
7,tensor(-0.00057032),tensor(0.00153800),tensor(0.00497502),tensor(-0.00023823),tensor(0.00132605),tensor(0.00775574),tensor(0.00033574),tensor(0.00167471),tensor(0.00265813),tensor(0.00440543),tensor(0.00269952),tensor(-0.00045255),tensor(-0.00035385),tensor(0.00413044),tensor(0.00046388),tensor(8.57574923e-05),tensor(-0.00015235)
8,tensor(9.50980684e-05),tensor(0.00326403),tensor(0.00520272),tensor(-0.00088776),tensor(0.00196244),tensor(0.00797038),tensor(0.00045985),tensor(0.00199233),tensor(0.00312192),tensor(0.00506005),tensor(0.00399479),tensor(0.00168625),tensor(0.00274036),tensor(0.00395957),tensor(-0.00084530),tensor(-0.00152445),tensor(-0.00200196)
9,tensor(-0.00055131),tensor(0.00014278),tensor(0.00299588),tensor(-0.00078150),tensor(-0.00058009),tensor(0.00226412),tensor(0.00059447),tensor(0.00247662),tensor(0.00357530),tensor(0.00524961),tensor(0.00393918),tensor(0.00060903),tensor(0.00073564),tensor(0.00434785),tensor(-0.00040221),tensor(-0.00127138),tensor(-0.01109973)
10,tensor(0.00060387),tensor(0.00254391),tensor(0.00428820),tensor(-0.00047162),tensor(0.00176781),tensor(0.00276604),tensor(-0.00010570),tensor(0.00055123),tensor(0.00155805),tensor(0.00348870),tensor(0.00250055),tensor(0.00169559),tensor(0.00311268),tensor(0.00326546),tensor(-0.00071508),tensor(-0.00113672),tensor(-0.00419718)
11,tensor(-0.00059974),tensor(-3.09590250e-05),tensor(0.00152482),tensor(-0.00078895),tensor(-0.00038523),tensor(-0.00169815),tensor(0.00086559),tensor(0.00302915),tensor(0.00398254),tensor(0.00493544),tensor(0.00464530),tensor(0.00129012),tensor(0.00126771),tensor(0.00420788),tensor(-7.62250638e-05),tensor(-0.00054598),tensor(0.00349552)
12,tensor(-0.00031875),tensor(-0.00058452),tensor(-0.00262299),tensor(-0.00074157),tensor(-0.00105426),tensor(0.00069338),tensor(0.00031002),tensor(0.00113062),tensor(0.00147890),tensor(0.00113633),tensor(0.00286937),tensor(0.00130274),tensor(0.00145456),tensor(0.00293146),tensor(-0.00054737),tensor(-0.00139160),tensor(-0.01101469)
13,tensor(0.00053928),tensor(0.00354203),tensor(0.00432376),tensor(-0.00041080),tensor(0.00284678),tensor(0.00355053),tensor(-0.00017908),tensor(-0.00040152),tensor(-0.00010713),tensor(0.00013499),tensor(-0.00075703),tensor(0.00193315),tensor(0.00349871),tensor(-0.00128207),tensor(-0.00089176),tensor(-0.00089468),tensor(-0.00759376)
14,tensor(0.00057211),tensor(0.00360539),tensor(0.00361650),tensor(-0.00011581),tensor(0.00338286),tensor(0.00391278),tensor(-0.00043748),tensor(0.00010231),tensor(0.00107125),tensor(0.00273175),tensor(0.00293066),tensor(0.00178541),tensor(0.00226047),tensor(0.00225800),tensor(-0.00069451),tensor(-0.00015751),tensor(0.00260560)
15,tensor(0.00028079),tensor(0.00377848),tensor(0.00350254),tensor(-0.00028995),tensor(0.00283083),tensor(0.00365441),tensor(4.50783264e-05),tensor(0.00136212),tensor(0.00227281),tensor(0.00284695),tensor(0.00269721),tensor(0.00162299),tensor(0.00298786),tensor(0.00230768),tensor(-8.22037036e-05),tensor(-0.00037907),tensor(-0.00198105)
16,tensor(-0.00048855),tensor(-2.55012092e-05),tensor(0.00232283),tensor(-0.00060782),tensor(-0.00072716),tensor(0.00253217),tensor(0.00046594),tensor(0.00099103),tensor(0.00135760),tensor(0.00190161),tensor(-0.00059521),tensor(0.00155880),tensor(0.00200370),tensor(-0.00081817),tensor(0.00025493),tensor(-0.00033304),tensor(0.00133826)
17,tensor(-0.00013902),tensor(0.00183356),tensor(0.00207670),tensor(-0.00048147),tensor(0.00113703),tensor(-0.00099331),tensor(-7.07806703e-06),tensor(4.99995222e-05),tensor(0.00019054),tensor(0.00077369),tensor(0.00203400),tensor(0.00131328),tensor(0.00159575),tensor(0.00220031),tensor(-0.00023257),tensor(-0.00139632),tensor(-0.01081329)
18,tensor(1.73148237e-05),tensor(0.00034809),tensor(0.00136178),tensor(-0.00074900),tensor(0.00051454),tensor(0.00083909),tensor(0.00050265),tensor(0.00215187),tensor(0.00261358),tensor(0.00174484),tensor(0.00233444),tensor(0.00205874),tensor(0.00176728),tensor(0.00190535),tensor(-0.00063499),tensor(-0.00081350),tensor(-0.00472540)
19,tensor(0.00078345),tensor(0.00061382),tensor(0.00178119),tensor(0.00060360),tensor(0.00128118),tensor(0.00212824),tensor(-0.00080481),tensor(-0.00091591),tensor(3.19939900e-05),tensor(0.00122159),tensor(-0.00081073),tensor(0.00177793),tensor(0.00325149),tensor(-0.00098140),tensor(0.00047711),tensor(0.00153169),tensor(0.00705812)
20,tensor(-0.00106552),tensor(0.00087492),tensor(0.00137101),tensor(-0.00148727),tensor(-0.00050584),tensor(-0.00124304),tensor(0.00123045),tensor(0.00249272),tensor(0.00189402),tensor(-0.00084695),tensor(0.00214151),tensor(0.00151228),tensor(0.00129641),tensor(0.00196086),tensor(-0.00023699),tensor(-0.00224130),tensor(-0.00520277)
21,tensor(0.00074692),tensor(0.00369670),tensor(-0.00105213),tensor(0.00060767),tensor(0.00324080),tensor(0.00258857),tensor(-0.00108655),tensor(-0.00243881),tensor(-0.00224256),tensor(3.29259383e-05),tensor(-0.00102019),tensor(0.00172581),tensor(0.00155171),tensor(-0.00112435),tensor(0.00048024),tensor(0.00142205),tensor(0.00501875)
22,tensor(-0.00104865),tensor(-0.00280107),tensor(0.00010503),tensor(-0.00153402),tensor(-0.00354670),tensor(-0.00220968),tensor(0.00118265),tensor(0.00229657),tensor(0.00190182),tensor(-0.00084084),tensor(0.00188547),tensor(0.00181292),tensor(0.00144245),tensor(0.00173158),tensor(-0.00053319),tensor(-0.00300167),tensor(-0.01190994)
23,tensor(0.00033129),tensor(-0.00130977),tensor(-0.00087884),tensor(-8.14357263e-05),tensor(-0.00125921),tensor(0.00195090),tensor(-0.00026632),tensor(-2.03137206e-05),tensor(0.00060003),tensor(0.00152647),tensor(-0.00056831),tensor(0.00203367),tensor(0.00159407),tensor(-0.00142058),tensor(0.00026693),tensor(0.00078709),tensor(-0.00417573)
24,tensor(0.00048560),tensor(0.00255692),tensor(0.00130188),tensor(0.00033495),tensor(0.00275937),tensor(-0.00104368),tensor(-0.00046747),tensor(-0.00060895),tensor(-0.00067051),tensor(0.00062420),tensor(0.00145046),tensor(0.00151041),tensor(0.00220949),tensor(0.00136451),tensor(0.00017495),tensor(0.00098024),tensor(0.00735612)
25,tensor(-0.00022078),tensor(0.00076356),tensor(0.00090101),tensor(-0.00081507),tensor(0.00079966),tensor(0.00147985),tensor(0.00014313),tensor(-0.00026679),tensor(-0.00019987),tensor(-0.00102423),tensor(-0.00064961),tensor(0.00177314),tensor(0.00125348),tensor(-0.00114761),tensor(-0.00044489),tensor(-0.00251370),tensor(-0.00698968)
26,tensor(-0.00019727),tensor(-0.00235431),tensor(-0.00098972),tensor(-0.00020893),tensor(-0.00253524),tensor(-0.00131315),tensor(0.00041462),tensor(0.00182342),tensor(0.00227033),tensor(0.00137195),tensor(-0.00041619),tensor(0.00173149),tensor(0.00118726),tensor(0.00159042),tensor(0.00076443),tensor(0.00115284),tensor(-0.00365194)
27,tensor(0.00024078),tensor(0.00246239),tensor(0.00133846),tensor(0.00090914),tensor(0.00278583),tensor(-0.00108202),tensor(-0.00080543),tensor(-0.00154607),tensor(-0.00154112),tensor(0.00052194),tensor(0.00120498),tensor(0.00118289),tensor(0.00085387),tensor(0.00111522),tensor(0.00117263),tensor(0.00209561),tensor(0.00660508)
28,tensor(-0.00088959),tensor(-0.00396585),tensor(0.00082061),tensor(-0.00163038),tensor(-0.00384821),tensor(0.00089725),tensor(0.00110841),tensor(0.00200314),tensor(0.00149073),tensor(-0.00076549),tensor(-0.00034091),tensor(0.00178176),tensor(0.00095183),tensor(-0.00099554),tensor(-0.00146662),tensor(-0.00266324),tensor(-0.01166238)
